country_region,province_state,latitude,longitude,date,confirmed_case
Jordan,,31.24,36.51,2/24/2020,0
Jordan,,31.24,36.51,2/23/2020,0
Jordan,,31.24,36.51,2/22/2020,0
Jordan,,31.24,36.51,2/21/2020,0
Jordan,,31.24,36.51,2/20/2020,0
Jordan,,31.24,36.51,2/19/2020,0
Jordan,,31.24,36.51,2/18/2020,0
Jordan,,31.24,36.51,2/17/2020,0
Jordan,,31.24,36.51,2/16/2020,0
Jordan,,31.24,36.51,2/15/2020,0
Jordan,,31.24,36.51,2/14/2020,0
Jordan,,31.24,36.51,2/13/2020,0
Jordan,,31.24,36.51,2/12/2020,0
Jordan,,31.24,36.51,2/11/2020,0
Jordan,,31.24,36.51,2/10/2020,0
Jordan,,31.24,36.51,2/9/2020,0
Jordan,,31.24,36.51,2/8/2020,0
Jordan,,31.24,36.51,2/7/2020,0
Jordan,,31.24,36.51,2/6/2020,0
Jordan,,31.24,36.51,2/5/2020,0
Jordan,,31.24,36.51,2/4/2020,0
Jordan,,31.24,36.51,2/3/2020,0
Jordan,,31.24,36.51,2/2/2020,0
Jordan,,31.24,36.51,2/1/2020,0
Jordan,,31.24,36.51,1/31/2020,0
Jordan,,31.24,36.51,1/30/2020,0
Jordan,,31.24,36.51,1/29/2020,0
Jordan,,31.24,36.51,1/28/2020,0
Jordan,,31.24,36.51,1/27/2020,0
Jordan,,31.24,36.51,1/26/2020,0
Jordan,,31.24,36.51,1/25/2020,0
Jordan,,31.24,36.51,1/24/2020,0
Jordan,,31.24,36.51,1/23/2020,0
Jordan,,31.24,36.51,1/22/2020,0
Kazakhstan,,48.0196,66.9237,3/20/2020,49
Kazakhstan,,48.0196,66.9237,3/19/2020,44
Kazakhstan,,48.0196,66.9237,3/18/2020,35
Kazakhstan,,48.0196,66.9237,3/17/2020,33
Kazakhstan,,48.0196,66.9237,3/16/2020,10
Kazakhstan,,48.0196,66.9237,3/15/2020,9
Kazakhstan,,48.0196,66.9237,3/14/2020,6
Kazakhstan,,48.0196,66.9237,3/13/2020,4
Kazakhstan,,48.0196,66.9237,3/12/2020,0
Kazakhstan,,48.0196,66.9237,3/11/2020,0
Kazakhstan,,48.0196,66.9237,3/10/2020,0
Kazakhstan,,48.0196,66.9237,3/9/2020,0
Kazakhstan,,48.0196,66.9237,3/8/2020,0
Kazakhstan,,48.0196,66.9237,3/7/2020,0
Kazakhstan,,48.0196,66.9237,3/6/2020,0
Kazakhstan,,48.0196,66.9237,3/5/2020,0
Kazakhstan,,48.0196,66.9237,3/4/2020,0
Kazakhstan,,48.0196,66.9237,3/3/2020,0
Kazakhstan,,48.0196,66.9237,3/2/2020,0
Kazakhstan,,48.0196,66.9237,3/1/2020,0
Kazakhstan,,48.0196,66.9237,2/29/2020,0
Kazakhstan,,48.0196,66.9237,2/28/2020,0
Kazakhstan,,48.0196,66.9237,2/27/2020,0
Kazakhstan,,48.0196,66.9237,2/26/2020,0
Kazakhstan,,48.0196,66.9237,2/25/2020,0
Kazakhstan,,48.0196,66.9237,2/24/2020,0
Kazakhstan,,48.0196,66.9237,2/23/2020,0
Kazakhstan,,48.0196,66.9237,2/22/2020,0
Kazakhstan,,48.0196,66.9237,2/21/2020,0
Kazakhstan,,48.0196,66.9237,2/20/2020,0
Kazakhstan,,48.0196,66.9237,2/19/2020,0
Kazakhstan,,48.0196,66.9237,2/18/2020,0
Kazakhstan,,48.0196,66.9237,2/17/2020,0
Kazakhstan,,48.0196,66.9237,2/16/2020,0
Kazakhstan,,48.0196,66.9237,2/15/2020,0
Kazakhstan,,48.0196,66.9237,2/14/2020,0
Kazakhstan,,48.0196,66.9237,2/13/2020,0
Kazakhstan,,48.0196,66.9237,2/12/2020,0
Kazakhstan,,48.0196,66.9237,2/11/2020,0
Kazakhstan,,48.0196,66.9237,2/10/2020,0
Kazakhstan,,48.0196,66.9237,2/9/2020,0
Kazakhstan,,48.0196,66.9237,2/8/2020,0
Kazakhstan,,48.0196,66.9237,2/7/2020,0
Kazakhstan,,48.0196,66.9237,2/6/2020,0
Kazakhstan,,48.0196,66.9237,2/5/2020,0
Kazakhstan,,48.0196,66.9237,2/4/2020,0
Kazakhstan,,48.0196,66.9237,2/3/2020,0
Kazakhstan,,48.0196,66.9237,2/2/2020,0
Kazakhstan,,48.0196,66.9237,2/1/2020,0
Kazakhstan,,48.0196,66.9237,1/31/2020,0
Kazakhstan,,48.0196,66.9237,1/30/2020,0
Kazakhstan,,48.0196,66.9237,1/29/2020,0
Kazakhstan,,48.0196,66.9237,1/28/2020,0
Kazakhstan,,48.0196,66.9237,1/27/2020,0
Kazakhstan,,48.0196,66.9237,1/26/2020,0
Kazakhstan,,48.0196,66.9237,1/25/2020,0
Kazakhstan,,48.0196,66.9237,1/24/2020,0
Kazakhstan,,48.0196,66.9237,1/23/2020,0
Kazakhstan,,48.0196,66.9237,1/22/2020,0
Kenya,,-0.0236,37.9062,3/20/2020,7
Kenya,,-0.0236,37.9062,3/19/2020,7
Kenya,,-0.0236,37.9062,3/18/2020,3
Kenya,,-0.0236,37.9062,3/17/2020,3
Kenya,,-0.0236,37.9062,3/16/2020,3
Kenya,,-0.0236,37.9062,3/15/2020,3
Kenya,,-0.0236,37.9062,3/14/2020,1
Kenya,,-0.0236,37.9062,3/13/2020,1
Kenya,,-0.0236,37.9062,3/12/2020,0
Kenya,,-0.0236,37.9062,3/11/2020,0
Kenya,,-0.0236,37.9062,3/10/2020,0
Kenya,,-0.0236,37.9062,3/9/2020,0
Kenya,,-0.0236,37.9062,3/8/2020,0
Kenya,,-0.0236,37.9062,3/7/2020,0
Kenya,,-0.0236,37.9062,3/6/2020,0
Kenya,,-0.0236,37.9062,3/5/2020,0
Kenya,,-0.0236,37.9062,3/4/2020,0
Kenya,,-0.0236,37.9062,3/3/2020,0
Kenya,,-0.0236,37.9062,3/2/2020,0
Kenya,,-0.0236,37.9062,3/1/2020,0
Kenya,,-0.0236,37.9062,2/29/2020,0
Kenya,,-0.0236,37.9062,2/28/2020,0
Kenya,,-0.0236,37.9062,2/27/2020,0
Kenya,,-0.0236,37.9062,2/26/2020,0
Kenya,,-0.0236,37.9062,2/25/2020,0
Kenya,,-0.0236,37.9062,2/24/2020,0
Kenya,,-0.0236,37.9062,2/23/2020,0
Kenya,,-0.0236,37.9062,2/22/2020,0
Kenya,,-0.0236,37.9062,2/21/2020,0
Kenya,,-0.0236,37.9062,2/20/2020,0
Kenya,,-0.0236,37.9062,2/19/2020,0
Kenya,,-0.0236,37.9062,2/18/2020,0
Kenya,,-0.0236,37.9062,2/17/2020,0
Kenya,,-0.0236,37.9062,2/16/2020,0
Kenya,,-0.0236,37.9062,2/15/2020,0
Kenya,,-0.0236,37.9062,2/14/2020,0
Kenya,,-0.0236,37.9062,2/13/2020,0
Kenya,,-0.0236,37.9062,2/12/2020,0
Kenya,,-0.0236,37.9062,2/11/2020,0
Kenya,,-0.0236,37.9062,2/10/2020,0
Kenya,,-0.0236,37.9062,2/9/2020,0
Kenya,,-0.0236,37.9062,2/8/2020,0
Kenya,,-0.0236,37.9062,2/7/2020,0
Kenya,,-0.0236,37.9062,2/6/2020,0
Kenya,,-0.0236,37.9062,2/5/2020,0
Kenya,,-0.0236,37.9062,2/4/2020,0
Kenya,,-0.0236,37.9062,2/3/2020,0
Kenya,,-0.0236,37.9062,2/2/2020,0
Kenya,,-0.0236,37.9062,2/1/2020,0
Kenya,,-0.0236,37.9062,1/31/2020,0
Kenya,,-0.0236,37.9062,1/30/2020,0
Kenya,,-0.0236,37.9062,1/29/2020,0
Kenya,,-0.0236,37.9062,1/28/2020,0
Kenya,,-0.0236,37.9062,1/27/2020,0
Kenya,,-0.0236,37.9062,1/26/2020,0
Kenya,,-0.0236,37.9062,1/25/2020,0
Kenya,,-0.0236,37.9062,1/24/2020,0
Kenya,,-0.0236,37.9062,1/23/2020,0
Kenya,,-0.0236,37.9062,1/22/2020,0
"Korea, South",,36.0,128.0,3/20/2020,8652
"Korea, South",,36.0,128.0,3/19/2020,8565
"Korea, South",,36.0,128.0,3/18/2020,8413
"Korea, South",,36.0,128.0,3/17/2020,8320
"Korea, South",,36.0,128.0,3/16/2020,8236
"Korea, South",,36.0,128.0,3/15/2020,8162
"Korea, South",,36.0,128.0,3/14/2020,8086
"Korea, South",,36.0,128.0,3/13/2020,7979
"Korea, South",,36.0,128.0,3/12/2020,7869
"Korea, South",,36.0,128.0,3/11/2020,7755
"Korea, South",,36.0,128.0,3/10/2020,7513
"Korea, South",,36.0,128.0,3/9/2020,7478
"Korea, South",,36.0,128.0,3/8/2020,7314
"Korea, South",,36.0,128.0,3/7/2020,7041
"Korea, South",,36.0,128.0,3/6/2020,6593
"Korea, South",,36.0,128.0,3/5/2020,6088
"Korea, South",,36.0,128.0,3/4/2020,5621
"Korea, South",,36.0,128.0,3/3/2020,5186
"Korea, South",,36.0,128.0,3/2/2020,4335
"Korea, South",,36.0,128.0,3/1/2020,3736
"Korea, South",,36.0,128.0,2/29/2020,3150
"Korea, South",,36.0,128.0,2/28/2020,2337
"Korea, South",,36.0,128.0,2/27/2020,1766
"Korea, South",,36.0,128.0,2/26/2020,1261
"Korea, South",,36.0,128.0,2/25/2020,977
"Korea, South",,36.0,128.0,2/24/2020,833
"Korea, South",,36.0,128.0,2/23/2020,602
"Korea, South",,36.0,128.0,2/22/2020,433
"Korea, South",,36.0,128.0,2/21/2020,204
"Korea, South",,36.0,128.0,2/20/2020,104
"Korea, South",,36.0,128.0,2/19/2020,31
"Korea, South",,36.0,128.0,2/18/2020,31
"Korea, South",,36.0,128.0,2/17/2020,30
"Korea, South",,36.0,128.0,2/16/2020,29
"Korea, South",,36.0,128.0,2/15/2020,28
"Korea, South",,36.0,128.0,2/14/2020,28
"Korea, South",,36.0,128.0,2/13/2020,28
"Korea, South",,36.0,128.0,2/12/2020,28
"Korea, South",,36.0,128.0,2/11/2020,28
"Korea, South",,36.0,128.0,2/10/2020,27
"Korea, South",,36.0,128.0,2/9/2020,25
"Korea, South",,36.0,128.0,2/8/2020,24
"Korea, South",,36.0,128.0,2/7/2020,24
"Korea, South",,36.0,128.0,2/6/2020,23
"Korea, South",,36.0,128.0,2/5/2020,19
"Korea, South",,36.0,128.0,2/4/2020,16
"Korea, South",,36.0,128.0,2/3/2020,15
"Korea, South",,36.0,128.0,2/2/2020,15
"Korea, South",,36.0,128.0,2/1/2020,12
"Korea, South",,36.0,128.0,1/31/2020,11
"Korea, South",,36.0,128.0,1/30/2020,4
"Korea, South",,36.0,128.0,1/29/2020,4
"Korea, South",,36.0,128.0,1/28/2020,4
"Korea, South",,36.0,128.0,1/27/2020,4
"Korea, South",,36.0,128.0,1/26/2020,3
"Korea, South",,36.0,128.0,1/25/2020,2
"Korea, South",,36.0,128.0,1/24/2020,2
"Korea, South",,36.0,128.0,1/23/2020,1
"Korea, South",,36.0,128.0,1/22/2020,1
Kosovo,,42.6026,20.903000000000002,3/20/2020,2
Kosovo,,42.6026,20.903000000000002,3/19/2020,2
Kosovo,,42.6026,20.903000000000002,3/18/2020,2
Kosovo,,42.6026,20.903000000000002,3/17/2020,2
Kosovo,,42.6026,20.903000000000002,3/16/2020,2
Kosovo,,42.6026,20.903000000000002,3/15/2020,2
Kosovo,,42.6026,20.903000000000002,3/14/2020,0
Kosovo,,42.6026,20.903000000000002,3/13/2020,0
Kosovo,,42.6026,20.903000000000002,3/12/2020,0
Kosovo,,42.6026,20.903000000000002,3/11/2020,0
Kosovo,,42.6026,20.903000000000002,3/10/2020,0
Kosovo,,42.6026,20.903000000000002,3/9/2020,0
Kosovo,,42.6026,20.903000000000002,3/8/2020,0
Kosovo,,42.6026,20.903000000000002,3/7/2020,0
Kosovo,,42.6026,20.903000000000002,3/6/2020,0
Kosovo,,42.6026,20.903000000000002,3/5/2020,0
Kosovo,,42.6026,20.903000000000002,3/4/2020,0
Kosovo,,42.6026,20.903000000000002,3/3/2020,0
Kosovo,,42.6026,20.903000000000002,3/2/2020,0
Kosovo,,42.6026,20.903000000000002,3/1/2020,0
Kosovo,,42.6026,20.903000000000002,2/29/2020,0
Kosovo,,42.6026,20.903000000000002,2/28/2020,0
Kosovo,,42.6026,20.903000000000002,2/27/2020,0
Kosovo,,42.6026,20.903000000000002,2/26/2020,0
Kosovo,,42.6026,20.903000000000002,2/25/2020,0
Kosovo,,42.6026,20.903000000000002,2/24/2020,0
Kosovo,,42.6026,20.903000000000002,2/23/2020,0
Kosovo,,42.6026,20.903000000000002,2/22/2020,0
Kosovo,,42.6026,20.903000000000002,2/21/2020,0
Kosovo,,42.6026,20.903000000000002,2/20/2020,0
Kosovo,,42.6026,20.903000000000002,2/19/2020,0
Kosovo,,42.6026,20.903000000000002,2/18/2020,0
Kosovo,,42.6026,20.903000000000002,2/17/2020,0
Kosovo,,42.6026,20.903000000000002,2/16/2020,0
Kosovo,,42.6026,20.903000000000002,2/15/2020,0
Kosovo,,42.6026,20.903000000000002,2/14/2020,0
Kosovo,,42.6026,20.903000000000002,2/13/2020,0
Kosovo,,42.6026,20.903000000000002,2/12/2020,0
Kosovo,,42.6026,20.903000000000002,2/11/2020,0
Kosovo,,42.6026,20.903000000000002,2/10/2020,0
Kosovo,,42.6026,20.903000000000002,2/9/2020,0
Kosovo,,42.6026,20.903000000000002,2/8/2020,0
Kosovo,,42.6026,20.903000000000002,2/7/2020,0
Kosovo,,42.6026,20.903000000000002,2/6/2020,0
Kosovo,,42.6026,20.903000000000002,2/5/2020,0
Kosovo,,42.6026,20.903000000000002,2/4/2020,0
Kosovo,,42.6026,20.903000000000002,2/3/2020,0
Kosovo,,42.6026,20.903000000000002,2/2/2020,0
Kosovo,,42.6026,20.903000000000002,2/1/2020,0
Kosovo,,42.6026,20.903000000000002,1/31/2020,0
Kosovo,,42.6026,20.903000000000002,1/30/2020,0
Kosovo,,42.6026,20.903000000000002,1/29/2020,0
Kosovo,,42.6026,20.903000000000002,1/28/2020,0
Kosovo,,42.6026,20.903000000000002,1/27/2020,0
Kosovo,,42.6026,20.903000000000002,1/26/2020,0
Kosovo,,42.6026,20.903000000000002,1/25/2020,0
Kosovo,,42.6026,20.903000000000002,1/24/2020,0
Kosovo,,42.6026,20.903000000000002,1/23/2020,0
Kosovo,,42.6026,20.903000000000002,1/22/2020,0
Kuwait,,29.5,47.75,3/20/2020,159
Kuwait,,29.5,47.75,3/19/2020,148
Kuwait,,29.5,47.75,3/18/2020,142
Kuwait,,29.5,47.75,3/17/2020,130
Kuwait,,29.5,47.75,3/16/2020,123
Kuwait,,29.5,47.75,3/15/2020,112
Kuwait,,29.5,47.75,3/14/2020,104
Kuwait,,29.5,47.75,3/13/2020,80
Kuwait,,29.5,47.75,3/12/2020,80
Kuwait,,29.5,47.75,3/11/2020,72
Kuwait,,29.5,47.75,3/10/2020,69
Kuwait,,29.5,47.75,3/9/2020,64
Kuwait,,29.5,47.75,3/8/2020,64
Kuwait,,29.5,47.75,3/7/2020,61
Kuwait,,29.5,47.75,3/6/2020,58
Kuwait,,29.5,47.75,3/5/2020,58
Kuwait,,29.5,47.75,3/4/2020,56
Kuwait,,29.5,47.75,3/3/2020,56
Kuwait,,29.5,47.75,3/2/2020,56
Kuwait,,29.5,47.75,3/1/2020,45
Kuwait,,29.5,47.75,2/29/2020,45
Kuwait,,29.5,47.75,2/28/2020,45
Kuwait,,29.5,47.75,2/27/2020,43
Kuwait,,29.5,47.75,2/26/2020,26
Kuwait,,29.5,47.75,2/25/2020,11
Kuwait,,29.5,47.75,2/24/2020,1
Kuwait,,29.5,47.75,2/23/2020,0
Kuwait,,29.5,47.75,2/22/2020,0
Kuwait,,29.5,47.75,2/21/2020,0
Kuwait,,29.5,47.75,2/20/2020,0
Kuwait,,29.5,47.75,2/19/2020,0
Kuwait,,29.5,47.75,2/18/2020,0
Kuwait,,29.5,47.75,2/17/2020,0
Kuwait,,29.5,47.75,2/16/2020,0
Kuwait,,29.5,47.75,2/15/2020,0
Kuwait,,29.5,47.75,2/14/2020,0
Kuwait,,29.5,47.75,2/13/2020,0
Kuwait,,29.5,47.75,2/12/2020,0
Kuwait,,29.5,47.75,2/11/2020,0
Kuwait,,29.5,47.75,2/10/2020,0
Kuwait,,29.5,47.75,2/9/2020,0
Kuwait,,29.5,47.75,2/8/2020,0
Kuwait,,29.5,47.75,2/7/2020,0
Kuwait,,29.5,47.75,2/6/2020,0
Kuwait,,29.5,47.75,2/5/2020,0
Kuwait,,29.5,47.75,2/4/2020,0
Kuwait,,29.5,47.75,2/3/2020,0
Kuwait,,29.5,47.75,2/2/2020,0
Kuwait,,29.5,47.75,2/1/2020,0
Kuwait,,29.5,47.75,1/31/2020,0
Kuwait,,29.5,47.75,1/30/2020,0
Kuwait,,29.5,47.75,1/29/2020,0
Kuwait,,29.5,47.75,1/28/2020,0
Kuwait,,29.5,47.75,1/27/2020,0
Kuwait,,29.5,47.75,1/26/2020,0
Kuwait,,29.5,47.75,1/25/2020,0
Kuwait,,29.5,47.75,1/24/2020,0
Kuwait,,29.5,47.75,1/23/2020,0
Kuwait,,29.5,47.75,1/22/2020,0
Kyrgyzstan,,41.2044,74.7661,3/20/2020,6
Kyrgyzstan,,41.2044,74.7661,3/19/2020,3
Kyrgyzstan,,41.2044,74.7661,3/18/2020,3
Kyrgyzstan,,41.2044,74.7661,3/17/2020,0
Kyrgyzstan,,41.2044,74.7661,3/16/2020,0
Kyrgyzstan,,41.2044,74.7661,3/15/2020,0
Kyrgyzstan,,41.2044,74.7661,3/14/2020,0
Kyrgyzstan,,41.2044,74.7661,3/13/2020,0
Kyrgyzstan,,41.2044,74.7661,3/12/2020,0
Kyrgyzstan,,41.2044,74.7661,3/11/2020,0
Kyrgyzstan,,41.2044,74.7661,3/10/2020,0
Kyrgyzstan,,41.2044,74.7661,3/9/2020,0
Kyrgyzstan,,41.2044,74.7661,3/8/2020,0
Kyrgyzstan,,41.2044,74.7661,3/7/2020,0
Kyrgyzstan,,41.2044,74.7661,3/6/2020,0
Kyrgyzstan,,41.2044,74.7661,3/5/2020,0
Kyrgyzstan,,41.2044,74.7661,3/4/2020,0
Kyrgyzstan,,41.2044,74.7661,3/3/2020,0
Kyrgyzstan,,41.2044,74.7661,3/2/2020,0
Kyrgyzstan,,41.2044,74.7661,3/1/2020,0
Kyrgyzstan,,41.2044,74.7661,2/29/2020,0
Kyrgyzstan,,41.2044,74.7661,2/28/2020,0
Kyrgyzstan,,41.2044,74.7661,2/27/2020,0
Kyrgyzstan,,41.2044,74.7661,2/26/2020,0
Kyrgyzstan,,41.2044,74.7661,2/25/2020,0
Kyrgyzstan,,41.2044,74.7661,2/24/2020,0
Kyrgyzstan,,41.2044,74.7661,2/23/2020,0
Kyrgyzstan,,41.2044,74.7661,2/22/2020,0
Kyrgyzstan,,41.2044,74.7661,2/21/2020,0
Kyrgyzstan,,41.2044,74.7661,2/20/2020,0
Kyrgyzstan,,41.2044,74.7661,2/19/2020,0
Kyrgyzstan,,41.2044,74.7661,2/18/2020,0
Kyrgyzstan,,41.2044,74.7661,2/17/2020,0
Kyrgyzstan,,41.2044,74.7661,2/16/2020,0
Kyrgyzstan,,41.2044,74.7661,2/15/2020,0
Kyrgyzstan,,41.2044,74.7661,2/14/2020,0
Kyrgyzstan,,41.2044,74.7661,2/13/2020,0
Kyrgyzstan,,41.2044,74.7661,2/12/2020,0
Kyrgyzstan,,41.2044,74.7661,2/11/2020,0
Kyrgyzstan,,41.2044,74.7661,2/10/2020,0
Kyrgyzstan,,41.2044,74.7661,2/9/2020,0
Kyrgyzstan,,41.2044,74.7661,2/8/2020,0
Kyrgyzstan,,41.2044,74.7661,2/7/2020,0
Kyrgyzstan,,41.2044,74.7661,2/6/2020,0
Kyrgyzstan,,41.2044,74.7661,2/5/2020,0
Kyrgyzstan,,41.2044,74.7661,2/4/2020,0
Kyrgyzstan,,41.2044,74.7661,2/3/2020,0
Kyrgyzstan,,41.2044,74.7661,2/2/2020,0
Kyrgyzstan,,41.2044,74.7661,2/1/2020,0
Kyrgyzstan,,41.2044,74.7661,1/31/2020,0
Kyrgyzstan,,41.2044,74.7661,1/30/2020,0
Kyrgyzstan,,41.2044,74.7661,1/29/2020,0
Kyrgyzstan,,41.2044,74.7661,1/28/2020,0
Kyrgyzstan,,41.2044,74.7661,1/27/2020,0
Kyrgyzstan,,41.2044,74.7661,1/26/2020,0
Kyrgyzstan,,41.2044,74.7661,1/25/2020,0
Kyrgyzstan,,41.2044,74.7661,1/24/2020,0
Kyrgyzstan,,41.2044,74.7661,1/23/2020,0
Kyrgyzstan,,41.2044,74.7661,1/22/2020,0
Latvia,,56.8796,24.6032,3/20/2020,111
Latvia,,56.8796,24.6032,3/19/2020,86
Latvia,,56.8796,24.6032,3/18/2020,71
Latvia,,56.8796,24.6032,3/17/2020,49
Latvia,,56.8796,24.6032,3/16/2020,34
Latvia,,56.8796,24.6032,3/15/2020,30
Latvia,,56.8796,24.6032,3/14/2020,26
Latvia,,56.8796,24.6032,3/13/2020,17
Latvia,,56.8796,24.6032,3/12/2020,10
Latvia,,56.8796,24.6032,3/11/2020,10
Latvia,,56.8796,24.6032,3/10/2020,8
Latvia,,56.8796,24.6032,3/9/2020,6
Latvia,,56.8796,24.6032,3/8/2020,2
Latvia,,56.8796,24.6032,3/7/2020,1
Latvia,,56.8796,24.6032,3/6/2020,1
Latvia,,56.8796,24.6032,3/5/2020,1
Latvia,,56.8796,24.6032,3/4/2020,1
Latvia,,56.8796,24.6032,3/3/2020,1
Latvia,,56.8796,24.6032,3/2/2020,1
Latvia,,56.8796,24.6032,3/1/2020,0
Latvia,,56.8796,24.6032,2/29/2020,0
Latvia,,56.8796,24.6032,2/28/2020,0
Latvia,,56.8796,24.6032,2/27/2020,0
Latvia,,56.8796,24.6032,2/26/2020,0
Latvia,,56.8796,24.6032,2/25/2020,0
Latvia,,56.8796,24.6032,2/24/2020,0
Latvia,,56.8796,24.6032,2/23/2020,0
Latvia,,56.8796,24.6032,2/22/2020,0
Latvia,,56.8796,24.6032,2/21/2020,0
Latvia,,56.8796,24.6032,2/20/2020,0
Latvia,,56.8796,24.6032,2/19/2020,0
Latvia,,56.8796,24.6032,2/18/2020,0
Latvia,,56.8796,24.6032,2/17/2020,0
Latvia,,56.8796,24.6032,2/16/2020,0
Latvia,,56.8796,24.6032,2/15/2020,0
Latvia,,56.8796,24.6032,2/14/2020,0
Latvia,,56.8796,24.6032,2/13/2020,0
Latvia,,56.8796,24.6032,2/12/2020,0
Latvia,,56.8796,24.6032,2/11/2020,0
Latvia,,56.8796,24.6032,2/10/2020,0
Latvia,,56.8796,24.6032,2/9/2020,0
Latvia,,56.8796,24.6032,2/8/2020,0
Latvia,,56.8796,24.6032,2/7/2020,0
Latvia,,56.8796,24.6032,2/6/2020,0
Latvia,,56.8796,24.6032,2/5/2020,0
Latvia,,56.8796,24.6032,2/4/2020,0
Latvia,,56.8796,24.6032,2/3/2020,0
Latvia,,56.8796,24.6032,2/2/2020,0
Latvia,,56.8796,24.6032,2/1/2020,0
Latvia,,56.8796,24.6032,1/31/2020,0
Latvia,,56.8796,24.6032,1/30/2020,0
Latvia,,56.8796,24.6032,1/29/2020,0
Latvia,,56.8796,24.6032,1/28/2020,0
Latvia,,56.8796,24.6032,1/27/2020,0
Latvia,,56.8796,24.6032,1/26/2020,0
Latvia,,56.8796,24.6032,1/25/2020,0
Latvia,,56.8796,24.6032,1/24/2020,0
Latvia,,56.8796,24.6032,1/23/2020,0
Latvia,,56.8796,24.6032,1/22/2020,0
Lebanon,,33.8547,35.8623,3/20/2020,163
Lebanon,,33.8547,35.8623,3/19/2020,157
Lebanon,,33.8547,35.8623,3/18/2020,133
Lebanon,,33.8547,35.8623,3/17/2020,120
Lebanon,,33.8547,35.8623,3/16/2020,99
Lebanon,,33.8547,35.8623,3/15/2020,110
Lebanon,,33.8547,35.8623,3/14/2020,93
Lebanon,,33.8547,35.8623,3/13/2020,77
Lebanon,,33.8547,35.8623,3/12/2020,61
Lebanon,,33.8547,35.8623,3/11/2020,61
Lebanon,,33.8547,35.8623,3/10/2020,41
Lebanon,,33.8547,35.8623,3/9/2020,32
Lebanon,,33.8547,35.8623,3/8/2020,32
Lebanon,,33.8547,35.8623,3/7/2020,22
Lebanon,,33.8547,35.8623,3/6/2020,22
Lebanon,,33.8547,35.8623,3/5/2020,16
Lebanon,,33.8547,35.8623,3/4/2020,13
Lebanon,,33.8547,35.8623,3/3/2020,13
Lebanon,,33.8547,35.8623,3/2/2020,13
Lebanon,,33.8547,35.8623,3/1/2020,10
Lebanon,,33.8547,35.8623,2/29/2020,4
Lebanon,,33.8547,35.8623,2/28/2020,2
Lebanon,,33.8547,35.8623,2/27/2020,2
Lebanon,,33.8547,35.8623,2/26/2020,2
Lebanon,,33.8547,35.8623,2/25/2020,1
Lebanon,,33.8547,35.8623,2/24/2020,1
Lebanon,,33.8547,35.8623,2/23/2020,1
Lebanon,,33.8547,35.8623,2/22/2020,1
Lebanon,,33.8547,35.8623,2/21/2020,1
Lebanon,,33.8547,35.8623,2/20/2020,0
Lebanon,,33.8547,35.8623,2/19/2020,0
Lebanon,,33.8547,35.8623,2/18/2020,0
Lebanon,,33.8547,35.8623,2/17/2020,0
Lebanon,,33.8547,35.8623,2/16/2020,0
Lebanon,,33.8547,35.8623,2/15/2020,0
Lebanon,,33.8547,35.8623,2/14/2020,0
Lebanon,,33.8547,35.8623,2/13/2020,0
Lebanon,,33.8547,35.8623,2/12/2020,0
Lebanon,,33.8547,35.8623,2/11/2020,0
Lebanon,,33.8547,35.8623,2/10/2020,0
Lebanon,,33.8547,35.8623,2/9/2020,0
Lebanon,,33.8547,35.8623,2/8/2020,0
Lebanon,,33.8547,35.8623,2/7/2020,0
Lebanon,,33.8547,35.8623,2/6/2020,0
Lebanon,,33.8547,35.8623,2/5/2020,0
Lebanon,,33.8547,35.8623,2/4/2020,0
Lebanon,,33.8547,35.8623,2/3/2020,0
Lebanon,,33.8547,35.8623,2/2/2020,0
Lebanon,,33.8547,35.8623,2/1/2020,0
Lebanon,,33.8547,35.8623,1/31/2020,0
Lebanon,,33.8547,35.8623,1/30/2020,0
Lebanon,,33.8547,35.8623,1/29/2020,0
Lebanon,,33.8547,35.8623,1/28/2020,0
Lebanon,,33.8547,35.8623,1/27/2020,0
Lebanon,,33.8547,35.8623,1/26/2020,0
Lebanon,,33.8547,35.8623,1/25/2020,0
Lebanon,,33.8547,35.8623,1/24/2020,0
Lebanon,,33.8547,35.8623,1/23/2020,0
Lebanon,,33.8547,35.8623,1/22/2020,0
Liberia,,6.4281,-9.4295,3/20/2020,2
Liberia,,6.4281,-9.4295,3/19/2020,2
Liberia,,6.4281,-9.4295,3/18/2020,2
Liberia,,6.4281,-9.4295,3/17/2020,1
Liberia,,6.4281,-9.4295,3/16/2020,1
Liberia,,6.4281,-9.4295,3/15/2020,0
Liberia,,6.4281,-9.4295,3/14/2020,0
Liberia,,6.4281,-9.4295,3/13/2020,0
Liberia,,6.4281,-9.4295,3/12/2020,0
Liberia,,6.4281,-9.4295,3/11/2020,0
Liberia,,6.4281,-9.4295,3/10/2020,0
Liberia,,6.4281,-9.4295,3/9/2020,0
Liberia,,6.4281,-9.4295,3/8/2020,0
Liberia,,6.4281,-9.4295,3/7/2020,0
Liberia,,6.4281,-9.4295,3/6/2020,0
Liberia,,6.4281,-9.4295,3/5/2020,0
Liberia,,6.4281,-9.4295,3/4/2020,0
Liberia,,6.4281,-9.4295,3/3/2020,0
Liberia,,6.4281,-9.4295,3/2/2020,0
Liberia,,6.4281,-9.4295,3/1/2020,0
Liberia,,6.4281,-9.4295,2/29/2020,0
Liberia,,6.4281,-9.4295,2/28/2020,0
Liberia,,6.4281,-9.4295,2/27/2020,0
